pearson_r,target_positive_proportion,roc_auc,estimate__count__
0.34,0.9,243.29430875304783,355.0
0.34,0.95,238.3338886385116,338.0
0.35,0.05,274.6908904037681,386.0
0.35,0.1,253.7010343663405,367.0
0.35,0.15,258.65196688709585,380.0
0.35,0.2,248.5982769255907,369.0
0.35,0.25,233.30748621754896,349.0
0.35,0.3,233.21553445239508,351.0
0.35,0.35,229.2512286178987,346.0
0.35,0.4,225.73968333722829,342.0
0.35,0.45,231.3933412155652,351.0
0.35,0.5,250.5776743259813,380.0
0.35,0.55,223.5374708869392,339.0
0.35,0.6,250.49537924115785,379.0
0.35,0.65,235.781132593586,356.0
0.35,0.7,234.34008917412825,353.0
0.35,0.75,236.55481318578143,354.0
0.35,0.8,228.77179554896665,340.0
0.35,0.85,264.1194558450653,388.0
0.35,0.9,246.2398579258972,356.0
0.35,0.95,248.13064807125232,349.0
0.36,0.05,283.5573019493777,396.0
0.36,0.1,239.5655417875088,344.0
0.36,0.15,224.8199732656791,328.0
0.36,0.2,251.57901507887945,371.0
0.36,0.25,249.70977108694143,371.0
0.36,0.3,236.1107924923165,353.0
0.36,0.35,237.33662883187608,356.0
0.36,0.4,222.22118065175167,334.0
0.36,0.45,217.1321303264623,327.0
0.36,0.5,222.4805943727239,335.0
0.36,0.55,237.6873340966331,358.0
0.36,0.6,228.20390389769344,343.0
0.36,0.65,228.63258316572083,343.0
0.36,0.7,239.144650394169,357.0
0.36,0.75,249.1055759566641,370.0
0.36,0.8,230.65478996462443,340.0
0.36,0.85,250.1095892399025,365.0
0.36,0.9,241.66506499475847,347.0
0.36,0.95,242.9563635567476,339.0
0.37,0.05,265.146939238949,367.0
0.37,0.1,248.1032536428792,353.0
0.37,0.15,237.0468729187064,343.0
0.37,0.2,248.11130240605112,363.0
0.37,0.25,222.4662630641707,328.0
0.37,0.3,250.69667000445253,372.0
0.37,0.35,238.4525633835225,355.0
0.37,0.4,225.209826668298,336.0
0.37,0.45,219.97360589557573,329.0
0.37,0.5,246.7664726679621,369.0
0.37,0.55,258.2427032687612,386.0
0.37,0.6,222.96382371032053,333.0
0.37,0.65,252.39485029341563,376.0
0.37,0.7,242.7161016344928,360.0
0.37,0.75,226.24227599577017,334.0
0.37,0.8,251.35308174575528,368.0
0.37,0.85,248.41430993706567,360.0
0.37,0.9,243.5662893831675,347.0
0.37,0.95,236.89035076873088,328.0
0.38,0.05,257.8119966525478,354.0
0.38,0.1,258.15304290881903,365.0
0.38,0.15,244.23224886656,351.0
0.38,0.2,239.48054259747548,348.0
0.38,0.25,234.1050295240848,343.0
0.38,0.3,243.75448382619504,359.0
0.38,0.35,241.47097979233968,357.0
0.38,0.4,231.9745660465408,343.0
0.38,0.45,230.485829315149,342.0
0.38,0.5,223.6508934310565,332.0
0.38,0.55,239.18863127299392,355.0
0.38,0.6,246.8884263451725,366.0
0.38,0.65,222.3822399834313,329.0
0.38,0.7,253.9461503798932,374.0
0.38,0.75,232.8932313076711,341.0
0.38,0.8,255.3400392270721,371.0
0.38,0.85,232.3978247511789,334.0
0.38,0.9,252.57772761130576,357.0
0.38,0.94,0.7146206567746651,0.0
0.38,0.95,269.35070570769847,370.0
0.39,0.05,257.47585806457425,351.0
0.39,0.1,277.703337694277,390.0
0.39,0.15,244.0460514477365,348.0
0.39,0.2,254.5470941862656,367.0
0.39,0.25,270.33014595704054,393.0
0.39,0.3,262.5238091691095,384.0
0.39,0.35,233.06946448959155,342.0
0.39,0.4,270.4865951374564,398.0
0.39,0.45,247.4048895513164,365.0
0.39,0.5,231.928021268741,342.0
0.39,0.55,240.189951542155,354.0
0.39,0.6,249.30129164482383,367.0
0.39,0.65,250.83703049648315,368.0
0.39,0.7,250.14253635217383,366.0
0.39,0.75,230.354287663368,335.0
0.39,0.8,257.72892456388246,372.0
0.39,0.85,258.50475429926576,369.0
0.39,0.9,231.61228818581665,325.0
0.39,0.95,274.12746302041126,374.0
0.4,0.05,238.76168098983143,323.0
0.4,0.1,256.23111456305054,357.0
0.4,0.15,258.55793204323504,366.0
0.4,0.2,257.55910776073773,369.0
0.4,0.25,246.6547470701272,356.0
0.4,0.3,256.97535879385066,373.0
0.4,0.35,239.32863081389684,349.0
0.4,0.4,245.38390180835367,359.0
0.4,0.45,234.13716618283868,343.0
0.4,0.5,257.33046918491965,377.0
0.4,0.55,250.73760920783715,367.0
0.4,0.6,251.7324034578756,368.0
0.4,0.65,244.07313180266013,356.0
0.4,0.7,231.5012387231002,336.0
0.4,0.75,236.9675882617465,342.0
0.4,0.8,256.31614852024376,367.0
0.4,0.85,230.109421742956,326.0
0.4,0.9,236.9934430087148,330.0
0.4,0.95,239.0052577024998,323.0
0.41,0.05,258.25214452467884,347.0
0.41,0.1,227.828189926765,315.0
0.41,0.15,234.6035725860309,330.0
0.41,0.2,240.453057983387,342.0
0.41,0.25,249.8284279170454,358.0
0.41,0.3,242.62335556332857,350.0
0.41,0.35,267.17866807125137,387.0
0.41,0.4,248.6233313378677,361.0
0.41,0.45,251.63365499745444,366.0
0.41,0.5,245.9466842092112,358.0
0.41,0.55,228.91276044249275,333.0
0.41,0.6,263.96516638093743,383.0
0.41,0.65,241.06654764226755,349.0
0.41,0.7,234.299216755218,338.0
0.41,0.75,253.81869491746443,364.0
0.41,0.8,273.57864642681875,389.0
0.41,0.85,243.2354808024517,342.0
0.41,0.9,267.6619865006143,370.0
0.41,0.95,269.589138769863,362.0
0.42,0.05,264.96911155182335,353.0
0.42,0.1,247.5025725903523,340.0
0.42,0.14,0.7222081911282654,0.0
0.42,0.15,255.13245340063764,356.0
0.42,0.2,267.61875605040456,378.0
0.42,0.25,259.30076189145694,369.0
0.42,0.3,263.2912276791362,377.0
0.42,0.35,223.29268737292003,321.0
0.42,0.4,237.89141177094228,343.0
0.42,0.45,253.4655847947008,366.0
0.42,0.5,254.51999831459293,368.0
0.42,0.55,232.09724353673545,335.0
0.42,0.6,233.6700208976773,337.0
0.42,0.65,234.8959100560953,338.0
0.42,0.7,256.8358034270448,368.0
0.42,0.75,268.8080351942334,383.0
0.42,0.8,257.66955987363826,364.0
0.42,0.85,244.27271368273296,341.0
0.42,0.87,0.717239040082299,0.0
0.42,0.9,277.0905119376067,380.0
0.42,0.95,253.9769545013788,338.0
0.43,0.05,275.18672688205487,364.0
0.43,0.1,244.3702389584608,333.0
0.43,0.15,251.843628525207,349.0
0.43,0.2,238.9664017037619,335.0
0.43,0.25,252.8834933289545,357.0
0.43,0.3,254.68242005688427,362.0
0.43,0.35,236.02105444520808,337.0
0.43,0.4,253.42475643967552,363.0
0.43,0.45,259.324185122251,372.0
0.43,0.5,231.28555152855824,332.0
0.43,0.55,228.624530241845,328.0
0.43,0.6,235.1107357298337,337.0
0.43,0.65,245.85385297272265,351.0
0.43,0.7,233.3324633823106,332.0
0.43,0.72,0.6995844122420205,0.0
0.43,0.75,250.35035724788696,354.0
0.43,0.8,240.1857468683466,337.0
0.43,0.85,251.08537742510967,348.0
0.43,0.9,262.39695236763333,358.0
0.43,0.95,248.5679839185363,329.0
0.44,0.05,276.64056773653067,363.0
0.44,0.1,255.23414723464745,345.0
0.44,0.15,263.7741996878766,363.0
0.44,0.2,227.06750573633389,316.0
0.44,0.25,257.80092300296604,362.0
0.44,0.3,238.67839551398708,337.0
0.44,0.35,267.2250557815843,379.0
0.44,0.4,222.87426921142,317.0
0.44,0.45,248.2690709732481,354.0
0.44,0.5,227.25837937385867,324.0
0.44,0.55,244.24921837695547,348.0
0.44,0.6,266.41830482111493,379.0
0.44,0.65,257.8218955633447,366.0
0.44,0.7,268.4102128784522,379.0
0.44,0.75,240.0001000032936,337.0
0.44,0.8,261.5273573014765,364.0
0.44,0.85,267.82182101932153,369.0
0.44,0.9,248.67185438403263,336.0
0.44,0.91,0.7681879065673705,0.0
0.44,0.95,251.69523145989703,330.0
0.45,0.05,275.9855617136786,360.0
0.45,0.1,279.2687945610194,375.0
0.45,0.15,264.7976377752786,362.0
0.45,0.2,242.3249033474152,335.0
0.45,0.25,271.3308961938093,378.0
0.45,0.3,270.16777271296667,379.0
0.45,0.35,270.462439656425,381.0
0.45,0.4,244.923503392172,346.0
0.45,0.45,247.13954138361427,350.0
0.45,0.5,261.30652958249846,370.0
0.45,0.55,274.22792614393154,388.0
0.45,0.6,259.1442639877219,366.0
0.45,0.65,269.6793252074938,380.0
0.45,0.7,249.388560563298,350.0
0.45,0.75,266.09297447288736,371.0
0.45,0.8,252.35871148795988,349.0
0.45,0.85,255.15853040664229,349.0
0.45,0.9,240.4831679581572,323.0
0.45,0.95,269.8985620742953,352.0
0.46,0.05,283.28771906272715,366.0
0.46,0.1,246.50410008855405,329.0
0.46,0.15,290.1027728432871,394.0
0.46,0.2,254.1377081663784,349.0
0.46,0.25,246.2861115001812,341.0
0.46,0.3,267.6329320710491,372.0
0.46,0.35,252.16967956525693,353.0
0.46,0.4,256.56632071839783,360.0
0.46,0.45,269.4861117991959,379.0
0.46,0.5,246.5707262503109,347.0
0.46,0.55,281.78247259643973,396.0
0.46,0.6,242.9312489361945,341.0
0.46,0.65,244.36446684736853,342.0
0.46,0.7,290.0745364879631,404.0
0.46,0.75,275.8832282537874,382.0
0.46,0.8,257.0487526701635,353.0
0.46,0.85,260.7753730573211,354.0
0.46,0.9,254.861537433038,340.0
0.46,0.95,263.6498630634174,341.0
0.47,0.05,258.3787598163783,332.0
0.47,0.1,242.23556433932205,321.0
0.47,0.15,274.4491376429261,370.0
0.47,0.2,248.49642085502296,339.0
0.47,0.25,259.571777456841,357.0
0.47,0.3,278.2911506300889,385.0
0.47,0.35,248.95897858596985,346.0
0.47,0.4,234.54587808764768,327.0
0.47,0.45,246.1741882672392,344.0
0.47,0.5,264.83337750386613,370.0
0.47,0.55,252.0624780253584,352.0
0.47,0.6,243.1185119194874,339.0
0.47,0.65,239.31974231171708,333.0
0.47,0.7,247.94311925931336,343.0
0.47,0.75,238.50111913105755,328.0
0.47,0.8,251.4060892945144,343.0
0.47,0.85,289.27371898743394,390.0
0.47,0.9,289.9570576122343,384.0
0.47,0.95,272.2894389064873,350.0
0.48,0.05,275.9737269002607,352.0
0.48,0.1,269.18096876744283,354.0
0.48,0.15,255.7005384666589,342.0
0.48,0.2,246.61756628822687,334.0
0.48,0.25,269.988151875649,369.0
0.48,0.3,264.1196811876728,363.0
0.48,0.35,262.33657871781975,362.0
0.48,0.4,250.63565400052588,347.0
0.48,0.45,252.980619450478,351.0
0.48,0.5,234.1502103769009,325.0
0.48,0.55,262.240093316817,364.0
0.48,0.6,259.3038075329739,359.0
0.48,0.65,231.0173559335687,319.0
0.48,0.7,250.18866330511955,344.0
0.48,0.75,264.9659117006337,362.0
0.48,0.8,239.1036757357486,324.0
0.48,0.85,276.22139565128083,370.0
0.48,0.9,269.84630145494555,355.0
0.48,0.95,259.39104759378534,331.0
0.49,0.05,274.69123090526574,348.0
0.49,0.1,248.0038429361581,324.0
0.49,0.15,270.6099865051099,360.0
0.49,0.2,295.8087490517052,398.0
0.49,0.25,257.875176453222,350.0
0.49,0.3,265.7618298415445,363.0
0.49,0.35,263.14615153460824,361.0
0.49,0.4,246.42923929008555,339.0
0.49,0.45,252.5711181582882,348.0
0.49,0.5,263.2919058365955,363.0
0.49,0.55,220.7102877190273,304.0
0.49,0.6,255.06781024576705,351.0
0.49,0.65,255.7785983128296,351.0
0.49,0.7,250.367068156056,342.0
0.49,0.75,277.1555067567142,376.0
0.49,0.8,280.1591330467013,377.0
0.49,0.85,248.75749985844945,331.0
0.49,0.9,293.0831358393988,383.0
0.49,0.95,303.77471514206155,385.0
0.5,0.05,285.3712107452462,359.0
0.5,0.1,290.570220518835,377.0
0.5,0.15,273.9834343628466,362.0
0.5,0.2,275.3723204376697,368.0
0.5,0.25,268.5412664752195,362.0
0.5,0.3,268.92999168938445,365.0
0.5,0.35,257.71400878840603,351.0
0.5,0.4,268.3485082762611,367.0
0.5,0.45,257.1549726185428,352.0
0.5,0.5,248.1166442745412,340.0
0.5,0.55,240.92605362288225,330.0
0.5,0.6,248.8913570290676,340.0
0.5,0.65,257.6061636523502,351.0
0.5,0.7,268.21876731631613,363.0
0.5,0.75,257.24681902456246,347.0
0.5,0.8,269.978505304114,361.0
0.5,0.85,259.7374271667926,343.0
0.5,0.9,283.0736538542372,367.0
0.5,0.95,298.0219686948377,375.0
0.51,0.03,0.8132142260613847,0.0
0.51,0.05,321.4211320919024,402.0
0.51,0.1,306.63514205604315,395.0
0.51,0.15,266.9158738651757,350.0
0.51,0.2,257.5159076364353,342.0
0.51,0.25,285.9932665440168,383.0
0.51,0.3,238.32421951115592,321.0
0.51,0.35,252.6862017178884,342.0
0.51,0.4,264.55329224945643,359.0
0.51,0.45,247.1014260898502,335.0
0.51,0.5,254.8603627106637,347.0
0.51,0.55,260.9361623044081,355.0
0.51,0.6,246.85905611157173,335.0
0.51,0.65,246.809372121464,334.0
0.51,0.7,249.326667112186,336.0
0.51,0.75,252.41589423979045,338.0
0.51,0.8,261.93571321725784,348.0
0.51,0.85,266.6758889681193,350.0
0.51,0.9,278.47961717677094,359.0
0.51,0.95,271.90430848189914,340.0
0.52,0.05,280.111012730011,348.0
0.52,0.1,271.1062685105823,347.0
0.52,0.15,294.5641187979226,384.0
0.52,0.2,286.4930903358145,378.0
0.52,0.25,258.841682455745,344.0
0.52,0.3,263.6793533934144,353.0
0.52,0.35,266.2756298805125,358.0
0.52,0.4,231.3468774314584,312.0
0.52,0.45,279.02286450943257,377.0
0.52,0.5,251.53699223534497,340.0
0.52,0.55,255.29371881258265,345.0
0.52,0.6,272.23135173010616,367.0
0.52,0.65,283.259903269829,381.0
0.52,0.7,249.4704709819907,334.0
0.52,0.75,261.526510120426,348.0
0.52,0.8,276.22147178306375,364.0
0.52,0.85,284.75606820913845,371.0
0.52,0.9,274.2177871397983,351.0
0.52,0.95,304.9873626517824,379.0
0.53,0.05,294.1772597150578,363.0
0.53,0.1,265.2706259520781,337.0
0.53,0.15,275.7405600196939,357.0
0.53,0.2,265.59075133791515,348.0
0.53,0.25,259.6238012269624,343.0
0.53,0.29,0.7531211239639668,0.0
0.53,0.3,251.1245657422847,334.0
0.53,0.35,273.83734625136907,366.0
0.53,0.4,271.5851216716041,364.0
0.53,0.45,241.42242628040776,324.0
0.53,0.48,0.7443120031322881,0.0
0.53,0.5,264.47767935159817,355.0
0.53,0.55,254.80527093840783,342.0
0.53,0.6,262.59563272257856,352.0
0.53,0.65,260.54135179105435,348.0
0.53,0.7,278.96884217892824,371.0
0.53,0.75,276.9108175879039,366.0
0.53,0.8,245.76072890860152,322.0
0.53,0.85,251.7469946710495,326.0
0.53,0.9,280.6686469871724,357.0
0.53,0.95,296.6899764775338,366.0
0.54,0.05,275.14161854986816,337.0
0.54,0.1,300.0968270075068,379.0
0.54,0.15,289.1420988248029,372.0
0.54,0.2,284.2319660592883,370.0
0.54,0.25,302.41264826332053,397.0
0.54,0.3,278.48445007481166,368.0
0.54,0.35,256.7800310693621,341.0
0.54,0.4,282.5262952992309,376.0
0.54,0.45,280.53976218165604,374.0
0.54,0.5,245.8094600050244,328.0
0.54,0.55,302.2401843102133,403.0
0.54,0.6,257.6642060061197,343.0
0.54,0.65,267.4961110626123,355.0
0.54,0.7,296.079306981974,391.0
0.54,0.75,269.4299408886702,354.0
0.54,0.8,256.6602392742778,334.0
0.54,0.85,290.9997960015748,374.0
0.54,0.87,0.7744663901255299,0.0
0.54,0.9,291.32758194514054,368.0
0.54,0.95,272.259269429669,334.0
0.55,0.05,289.7831501349651,353.0
0.55,0.1,262.24208263399174,329.0
0.55,0.15,272.31979868997234,348.0
0.55,0.2,297.1729168968047,384.0
0.55,0.25,268.3560729909708,350.0
0.55,0.3,278.07621730745285,365.0
0.55,0.35,276.0688875304205,364.0
0.55,0.4,281.18472922033897,372.0
0.55,0.45,269.5616818907063,357.0
0.55,0.5,254.95759658515675,338.0
0.55,0.55,270.8936460902507,359.0
0.55,0.6,255.4502627998802,338.0
0.55,0.64,0.7588064617424497,0.0
0.55,0.65,254.6974834718351,336.0
0.55,0.7,270.3918753818088,355.0
0.55,0.75,252.92704378968503,330.0
0.55,0.8,311.86229980234333,403.0
0.55,0.85,283.3296471908078,362.0
0.55,0.9,283.4008114948612,356.0
0.55,0.95,304.68779209209293,371.0
0.56,0.05,280.98369236731577,340.0
0.56,0.1,295.98833241363354,369.0
0.56,0.15,282.7507070046577,359.0
0.56,0.2,266.9483008077213,343.0
0.56,0.25,280.1195337376637,363.0
0.56,0.3,282.9670643907775,369.0
0.56,0.34,0.7579106044585389,0.0
0.56,0.35,305.2707797338385,400.0
0.56,0.4,286.0316836327369,376.0
0.56,0.45,262.7020015219431,346.0
0.56,0.5,268.64640715340886,354.0
0.56,0.55,293.4262305858227,386.0
0.56,0.6,244.08293325051136,321.0
0.56,0.65,284.83687616935646,373.0
0.56,0.7,269.0002288625401,351.0
0.56,0.75,308.69260705384465,400.0
0.56,0.8,302.8760089550195,389.0
0.56,0.85,283.58566103055193,360.0
0.56,0.9,307.9999047411169,384.0
0.56,0.95,313.49084322285546,379.0
0.57,0.05,280.922912492811,338.0
0.57,0.1,271.8266695438997,337.0
0.57,0.15,275.2441789021928,347.0
0.57,0.2,269.3950729494041,344.0
0.57,0.25,271.1142563679359,349.0
0.57,0.3,257.1321204256392,333.0
0.57,0.32,0.7603705494944553,0.0
0.57,0.35,268.324530618242,349.0
0.57,0.4,304.97437941842657,398.0
0.57,0.45,257.7431296080577,337.0
0.57,0.5,245.29362226781657,321.0
0.57,0.55,289.8395308406635,379.0
0.57,0.6,284.70375892406565,372.0
0.57,0.65,281.0678673833829,366.0
0.57,0.7,274.69243317223675,356.0
0.57,0.75,255.54874189622063,329.0
0.57,0.8,281.1531765929073,359.0
0.57,0.85,297.3286913094892,375.0
0.57,0.9,268.62001704472874,333.0
0.57,0.95,265.12372257848574,319.0
0.58,0.05,311.37078625070586,372.0
0.58,0.1,284.4027356334276,350.0
0.58,0.15,282.7062715093554,354.0
0.58,0.2,271.27245908982326,344.0
0.58,0.25,295.4511365509005,378.0
0.58,0.3,283.6430208146888,365.0
0.58,0.35,251.2489919137379,325.0
0.58,0.4,268.2402380958243,348.0
0.58,0.45,272.46167552101457,354.0
0.58,0.5,278.2657881231906,362.0
0.58,0.55,274.73211113371644,357.0
0.58,0.6,278.96831695038173,362.0
0.58,0.65,276.77256002076984,358.0
0.58,0.7,258.60988408542704,333.0
0.58,0.75,288.4519365184163,369.0
0.58,0.8,240.57729795176647,305.0
0.58,0.85,272.945599052808,342.0
0.58,0.9,275.18318884312527,339.0
0.58,0.95,305.14113497885177,365.0
0.59,0.05,264.31870519842084,314.0
0.59,0.1,283.71831583983754,347.0
0.59,0.15,277.7843078361109,346.0
0.59,0.16,0.8051375545905997,0.0
0.59,0.2,316.5853660933879,399.0
0.59,0.25,276.0395204647396,351.0
0.59,0.3,261.85701601029723,335.0
0.59,0.35,291.02070872361884,374.0
0.59,0.4,280.0500691787617,361.0
0.59,0.45,280.4011384557187,362.0
0.59,0.5,281.74936826768936,364.0
0.59,0.55,277.1601588146462,358.0
0.59,0.6,268.444767839417,346.0
0.59,0.65,278.60985010174454,358.0
0.59,0.7,280.5574915244949,359.0
0.59,0.75,277.7067096128663,353.0
0.59,0.8,276.0798832903676,348.0
0.59,0.85,305.28451375932667,380.0
0.59,0.9,303.1721014347991,371.0
0.59,0.95,290.4859468271528,345.0
0.6,0.05,287.1807765125538,339.0
0.6,0.1,273.8550320865104,333.0
0.6,0.15,300.80776639625503,372.0
0.6,0.2,280.3157259186379,351.0
0.6,0.25,262.678293156348,332.0
0.6,0.3,268.30521357110547,341.0
0.6,0.35,302.2750561553433,386.0
0.6,0.39,0.7791362276388744,0.0
0.6,0.4,280.36656332899184,359.0
0.6,0.45,264.25667188252737,339.0
0.6,0.5,274.32672050319,352.0
0.6,0.54,0.7835932170599266,0.0
0.6,0.55,287.5733957209577,369.0
0.6,0.6,276.25017637495483,354.0
0.6,0.65,302.4036989077131,386.0
0.6,0.7,296.5077690454887,377.0
0.6,0.75,288.19713715498506,364.0
0.6,0.8,288.9436137803048,362.0
0.6,0.85,304.7425222975958,377.0
0.6,0.9,298.50871067793094,363.0
0.6,0.95,312.3166346560719,369.0
0.61,0.05,296.3837637697351,348.0
0.61,0.1,288.93818454299594,349.0
0.61,0.15,286.24050427998685,352.0
0.61,0.2,260.36103010145,324.0
0.61,0.25,265.4426114626456,333.0
0.61,0.3,285.0276741905912,360.0
0.61,0.35,267.1006518323966,339.0
0.61,0.4,262.39347345857146,334.0
0.61,0.45,276.73752791210734,353.0
0.61,0.5,268.91229898175783,343.0
0.61,0.55,265.95434322027575,339.0
0.61,0.6,261.5197550115112,333.0
0.61,0.65,297.04896063792324,377.0
0.61,0.7,280.2326620181787,354.0
0.61,0.75,289.21455805777646,363.0
0.61,0.8,301.2561829814299,375.0
0.61,0.85,286.20943441614986,352.0
0.61,0.9,293.6234978189265,355.0
0.61,0.91,0.8352588704659794,0.0
0.61,0.95,310.7269075223229,365.0
0.62,0.05,288.28031334671573,337.0
0.62,0.1,291.3296320660075,350.0
0.62,0.15,300.3958845595373,367.0
0.62,0.2,282.9844616392242,350.0
0.62,0.25,306.1898437576305,382.0
0.62,0.3,267.74655217445223,336.0
0.62,0.35,290.4159306614519,366.0
0.62,0.4,306.8724843024209,388.0
0.62,0.45,290.4364009697254,368.0
0.62,0.5,280.11006861792765,355.0
0.62,0.55,297.6624639270367,377.0
0.62,0.6,263.1818294188457,333.0
0.62,0.65,275.9338037151277,348.0
0.62,0.7,302.6597304931767,380.0
0.62,0.75,267.12925763530245,333.0
0.62,0.8,274.8750984474719,340.0
0.62,0.85,288.8207272987429,353.0
0.62,0.9,345.56524560380063,415.0
0.62,0.95,288.9432279441624,337.0
0.63,0.05,328.408494190836,381.0
0.63,0.1,312.2494131150332,373.0
0.63,0.15,281.68614278641274,342.0
0.63,0.2,273.3015415448669,336.0
0.63,0.25,282.3150919635198,350.0
0.63,0.3,289.59445633836145,361.0
0.63,0.35,273.7891905733233,343.0
0.63,0.4,273.0273366336278,343.0
0.63,0.45,294.830689031681,371.0
0.63,0.5,261.22696268869896,329.0
0.63,0.55,265.31864937164534,334.0
0.63,0.6,293.56647117875536,369.0
0.63,0.65,303.3353020901388,380.0
0.63,0.7,265.4913792046831,331.0
0.63,0.75,305.79084140168715,379.0
0.63,0.8,279.9450899183657,344.0
0.63,0.85,291.44044858908563,354.0
0.63,0.9,300.75510640129505,359.0
0.63,0.95,294.74256640051266,342.0
0.64,0.05,298.861012947132,345.0
0.64,0.1,304.0101899856917,361.0
0.64,0.15,288.21686743059644,348.0
0.64,0.2,271.9809336160475,332.0
0.64,0.25,287.5168174905652,354.0
0.64,0.3,266.3095223249076,330.0
0.64,0.35,248.2644278675345,309.0
0.64,0.4,292.3180613008586,365.0
0.64,0.45,303.66685289259,380.0
0.64,0.5,297.9966127408946,373.0
0.64,0.55,261.4060550399658,327.0
0.64,0.6,295.525187083653,369.0
0.64,0.65,269.1154344030245,335.0
0.64,0.7,265.370715026535,329.0
0.64,0.75,272.7334309535107,336.0
0.64,0.8,275.13601622010435,336.0
0.64,0.85,295.87283122647665,357.0
0.64,0.86,0.8308374773886941,0.0
0.64,0.9,291.669026270233,346.0
0.64,0.95,312.61341422539846,361.0
0.65,0.05,306.8798746933871,352.0
0.65,0.1,328.8829297027117,388.0
0.65,0.15,318.12885305922555,382.0
0.65,0.2,309.90138725363704,376.0
0.65,0.25,280.239404711445,343.0
0.65,0.3,299.5556011026752,369.0
0.65,0.35,266.07597208002727,329.0
0.65,0.4,300.6169148231441,373.0
0.65,0.45,279.0931492258565,347.0
0.65,0.5,254.2422382769094,316.0
0.65,0.54,0.8097678212156757,0.0
0.65,0.55,290.58207504536324,361.0
0.65,0.58,0.8045482814105533,0.0
0.65,0.6,295.87759047999634,367.0
0.65,0.65,274.0458496209936,339.0
0.65,0.7,271.32098779909694,334.0
0.65,0.75,297.4587123490652,364.0
0.65,0.8,285.91006977347706,347.0
0.65,0.85,283.5079945949921,340.0
0.65,0.9,272.23133929955907,321.0
0.65,0.95,318.9032798422434,366.0
0.65,0.97,0.8920959036117734,0.0
0.66,0.05,305.76659747602764,349.0
0.66,0.1,352.1968794795496,413.0
0.66,0.15,316.189638494202,377.0
0.66,0.2,280.0856411635232,338.0
0.66,0.25,291.7520120971513,355.0
0.66,0.3,283.3680564502653,347.0
0.66,0.35,287.7580502908938,354.0
0.66,0.4,257.8768348662963,318.0
0.66,0.45,279.35078139280967,345.0
0.66,0.5,266.977869417266,330.0
0.66,0.55,284.86447034369183,352.0
0.66,0.56,0.8037733392435766,0.0
0.66,0.6,272.6085413443612,336.0
0.66,0.65,284.62288445818183,350.0
0.66,0.7,273.64011885070687,335.0
0.66,0.75,268.62450903049177,327.0
0.66,0.8,303.3489256816439,366.0
0.66,0.85,300.94563385438505,359.0
0.66,0.86,0.8429156959199924,0.0
0.66,0.9,287.2898837504305,337.0
0.66,0.95,336.377638969821,384.0
0.67,0.05,311.0129730123249,353.0
0.67,0.1,312.95847986624506,365.0
0.67,0.15,284.23768585372574,337.0
0.67,0.2,286.24315970105897,343.0
0.67,0.25,314.3648314053409,380.0
0.67,0.3,328.8122481839678,400.0
0.67,0.35,323.328969620977,395.0
0.67,0.4,283.8948215512684,348.0
0.67,0.45,314.4946712605417,386.0
0.67,0.5,274.45001542171286,337.0
0.67,0.55,307.30237604698993,377.0
0.67,0.6,269.3165483579501,330.0
0.67,0.65,307.61312428966,376.0
0.67,0.7,284.5012505367581,346.0
0.67,0.75,299.48824164655946,362.0
0.67,0.8,324.3972785276058,389.0
0.67,0.85,292.712190214897,347.0
0.67,0.9,282.9422987104495,330.0
0.67,0.95,308.30906878038223,350.0
0.68,0.05,300.95472881662965,340.0
0.68,0.1,308.72999300520803,358.0
0.68,0.15,295.19768543227656,348.0
0.68,0.2,282.7165936281347,337.0
0.68,0.25,334.3769206354531,402.0
0.68,0.3,299.4320160735206,362.0
0.68,0.35,296.4104010169074,360.0
0.68,0.4,267.7805975825177,326.0
0.68,0.45,277.1597827572555,338.0
0.68,0.5,291.7601875782582,356.0
0.68,0.55,281.1240770044819,343.0
0.68,0.6,257.8704188129067,314.0
0.68,0.65,302.2974304452034,367.0
0.68,0.7,275.5735773056225,333.0
0.68,0.75,299.5491917377421,360.0
0.68,0.8,297.82998110434187,355.0
0.68,0.85,285.84029901115906,337.0
0.68,0.9,298.97492861605366,347.0
0.68,0.95,328.510661484337,371.0
0.69,0.05,303.3693751520685,341.0
0.69,0.1,296.3970010259571,342.0
0.69,0.15,291.0576629564048,341.0
0.69,0.2,292.6984757771792,347.0
0.69,0.25,292.23314251338354,349.0
0.69,0.3,295.43367719235806,355.0
0.69,0.35,271.7245030864684,328.0
0.69,0.4,283.30770736673594,343.0
0.69,0.45,310.1923713401511,376.0
0.69,0.5,258.9975555663299,313.0
0.69,0.55,293.80567766990987,356.0
0.69,0.6,286.74278111003093,347.0
0.69,0.65,293.306677488608,354.0
0.69,0.7,303.72887877853697,365.0
0.69,0.75,297.1945586660314,355.0
0.69,0.8,276.8184535576717,328.0
0.69,0.85,294.52055850713435,345.0
0.69,0.9,299.205052719746,345.0
0.69,0.95,320.45629867070403,360.0
0.7,0.05,311.3795878776333,348.0
0.7,0.1,302.5565057578366,347.0
0.7,0.15,291.76945791684057,340.0
0.7,0.2,322.6700979987341,380.0
0.7,0.25,275.4151158600509,327.0
0.7,0.3,293.9772026951073,351.0
0.7,0.35,286.0238935915056,343.0
0.7,0.4,280.1863900157922,337.0
0.7,0.45,305.49835351454107,368.0
0.7,0.5,305.920689976761,369.0
0.7,0.55,311.2809322026818,375.0
